v1000_1,v1000_2,v1000_3,v10000_1,v10000_2,v10000_3,v50000_1,v50000_2,v50000_3,v60000_1,v60000_2,v60000_3
,,,,,,12407,64048,11142,71892,46143,19028
,,,,,,2785,70033,36659,91807,25071,53628
,,,,,,57187,6837,90011,48226,61294,37447
,,,,,,4286,72990,73752,40987,19966,68326
,,,,,,64070,75634,12278,57261,52216,27642
,,,,,,69703,54056,59767,84347,55613,61889
,,,,,,71202,13425,3492,26420,83106,56397
,,,,,,50953,48122,90243,30805,5586,82870
,,,,,,18442,38884,28498,8393,14230,65906
,,,,,,93772,10855,3256,6055,44994,8262
,,,,,,82247,34955,68930,2125,82090,57036
,,,,,,99395,16498,18467,56469,87538,11148
,,,,,,25405,74314,57657,91875,45108,87528
,,,,,,56491,37711,67415,84350,47853,13672
,,,,,,56478,52958,14466,40888,21068,8969
,,,,,,51429,73177,97181,2222,70781,17727
,,,,,,9034,77568,73968,91922,29448,52481
,,,,,,99281,31590,92203,35894,57709,74265
,,,,,,40815,21738,63708,33893,52871,33280
,,,,,,18836,70402,98546,18411,89753,69553
,,,,,,94016,22403,74845,84869,64068,6711
,,,,,,1326,58487,32677,99997,4985,77160
,,,,,,87301,24044,8913,95698,66746,72618
,,,,,,28622,35742,52091,93366,40932,84766
,,,,,,36795,45590,9763,95627,78257,45587
,,,,,,65348,99437,25532,87821,11646,55510
,,,,,,11325,61081,74166,82673,40092,37418
,,,,,,85610,19187,73916,87685,14267,9632
,,,,,,34897,95000,31778,59453,11460,89281
,,,,,,48661,27267,77132,50236,19975,54026
,,,,,,72739,82621,63779,24087,64253,61197
,,,,,,46523,70828,63404,79607,82690,26752
,,,,,,85383,82165,24656,95672,7128,70171
,,,,,,44942,83875,35541,6546,23281,5288
,,,,,,99131,57535,1941,6016,40786,11826
,,,,,,14400,91569,34506,94765,34342,68932
,,,,,,88377,97538,51107,33297,38606,81946
,,,,,,87317,81380,95039,81959,46838,42499
,,,,,,44679,65292,34163,67534,28032,4296
,,,,,,41032,23127,76798,89651,43024,79282
,,,,,,69508,28563,13397,98291,68353,85650
,,,,,,74840,1726,47198,85375,10724,69348
,,,,,,9700,46935,57455,12724,14564,28540
,,,,,,45560,39421,41697,48530,89629,32730
,,,,,,54538,77751,65460,4717,73744,24418
,,,,,,38817,10303,67813,50678,62229,13530
,,,,,,59382,44148,41928,70914,74829,51957
,,,,,,10004,1535,77465,16189,69568,52047
,,,,,,9866,3420,65732,85425,53738,34552
,,,,,,75379,81137,51365,43683,80242,4507
,,,,,,11653,93999,10181,98271,1228,8079
,,,,,,57460,14790,57038,73950,4384,56074
,,,,,,69943,28269,37166,82226,26037,9346
,,,,,,2446,51924,75441,40592,99629,12350
,,,,,,21234,46768,58706,69038,63480,83228
,,,,,,45352,91792,83456,20128,78345,64313
,,,,,,61375,76663,18488,19452,70349,77397
,,,,,,85584,2325,9176,34527,46600,29540
,,,,,,91718,87146,45640,25876,89228,12211
,,,,,,81662,7072,23172,1151,90477,96897
,,,,,,45544,9860,46549,91091,89716,39683
,,,,,,34781,37500,84302,46322,8674,14786
,,,,,,53644,99406,67868,27100,24841,2668
,,,,,,60373,95199,66866,19737,31843,83441
,,,,,,13531,37209,38635,95653,83449,92796
,,,,,,73554,48670,15975,26361,39036,27890
,,,,,,15478,49852,9244,7001,62120,7906
,,,,,,25152,87155,41686,99749,42732,70073
,,,,,,83510,54075,94109,56902,92514,78231
,,,,,,12329,72480,3230,2488,8265,8797
,,,,,,54828,98205,38043,15957,8984,29726
,,,,,,75355,46298,49125,91780,24775,55192
,,,,,,90157,51915,62331,37099,23625,6838
,,,,,,70567,55479,73260,1507,32427,6282
,,,,,,3670,57069,76934,91819,60790,55411
,,,,,,86423,91433,71628,37738,30891,42434
,,,,,,41765,21337,58727,83560,25682,92091
,,,,,,47751,68137,46242,93015,84163,77250
,,,,,,20448,98425,16610,50876,78193,63702
,,,,,,36970,63876,56349,97207,39444,13698
,,,,,,43843,14844,18795,89235,21435,47615
,,,,,,70175,89368,42534,10397,29332,28730
,,,,,,40754,78283,55618,28043,72052,17077
,,,,,,20150,20387,57282,16172,57156,47510
,,,,,,93814,90447,16587,78347,51496,91025
,,,,,,26961,96218,23045,90216,19366,5083
,,,,,,39628,49564,56637,69487,66791,91300
,,,,,,52621,37722,81609,29136,71083,54647
,,,,,,65828,7433,19573,70303,66678,3855
,,,,,,16241,4565,11488,78826,503,56043
,,,,,,69894,87183,57897,12432,80909,61677
,,,,,,7597,54610,78041,41943,65358,12571
,,,,,,83917,34724,38134,41439,83254,69934
,,,,,,32478,65898,37567,27017,63100,37560
,,,,,,6731,57135,35855,74869,15838,58683
,,,,,,1860,27877,28505,45684,62501,91114
,,,,,,57310,72439,33523,62501,24260,87738
,,,,,,59002,86306,49400,97051,47173,7202
,,,,,,40576,95004,88625,54400,2159,10483
,,,,,,33942,81487,69538,42586,58866,1098
,,,,,,82154,94759,90665,52869,65281,83331
,,,,,,10760,24565,62327,83997,48837,33014
,,,,,,40995,68867,46420,19482,94346,57329
,,,,,,7119,31584,30197,57211,20125,69894
,,,,,,46774,88094,17703,81359,63896,44044
,,,,,,56305,28456,33807,71389,9842,71347
,,,,,,31117,54126,2398,20707,68920,26290
,,,,,,30645,61331,9111,55363,10455,15716
,,,,,,39474,30493,79786,63078,54760,98423
,,,,,,23867,42340,75211,62440,87175,89781
,,,,,,89560,98916,92405,96170,96421,96358
,,,,,,81242,82714,79170,33938,97150,4590
,,,,,,55074,835,99340,96867,82901,92924
,,,,,,50054,35655,1338,25489,91861,74819
,,,,,,42910,34662,73394,76155,43730,39484
,,,,,,51001,42218,33648,71904,7165,32511
,,,,,,56497,71005,1496,67073,64333,69051
,,,,,,25526,91881,92493,12390,21299,86525
,,,,,,15736,69542,4265,52258,74195,55729
,,,,,,12155,98674,9391,77524,97952,34732
,,,,,,8384,10042,80181,63557,46325,66624
,,,,,,16863,59638,52786,11607,89751,70672
,,,,,,51222,93371,57253,92578,6392,66747
,,,,,,62986,69136,13337,34269,92793,97014
,,,,,,67542,86563,49454,1049,38220,53451
,,,,,,28996,69893,31976,19187,41321,17383
,,,,,,83807,18069,15276,46929,67622,77792
,,,,,,17760,15941,29892,80390,30636,12530
,,,,,,91105,2335,67666,37369,27150,93423
,,,,,,89982,63063,21043,21701,65441,41292
,,,,,,73124,70339,65579,51559,45083,40430
,,,,,,86990,64539,1144,51006,50426,63917
,,,,,,74494,17902,67909,96384,33322,5596
,,,,,,9001,70128,23642,27027,27944,26704
,,,,,,53843,21447,71112,40320,18400,87506
,,,,,,50238,13937,26597,5159,54262,62649
,,,,,,20820,61754,23762,35122,36401,34879
,,,,,,5293,50461,2310,49191,30058,22807
,,,,,,28669,45140,19582,72559,31270,4115
,,,,,,18644,88346,66306,7899,68819,35523
,,,,,,77334,75028,82208,63448,29286,32078
,,,,,,86622,71414,8339,22956,43653,67613
,,,,,,59485,85030,51501,13066,28239,4958
,,,,,,11148,28016,53038,58260,62083,20193
,,,,,,90481,16983,91140,43103,37102,27201
,,,,,,94949,55345,66659,14359,32961,4916
,,,,,,88618,39372,68885,89438,80525,76584
,,,,,,19379,43012,80954,1106,69598,16576
,,,,,,51748,91944,79375,1100,88035,693
,,,,,,50815,96415,92254,31071,34327,28663
,,,,,,92640,45532,35743,56137,13273,89406
,,,,,,66999,43194,24324,87782,18462,40321
,,,,,,22004,37882,14376,72862,87244,7355
,,,,,,43705,88082,56617,10865,61828,11197
,,,,,,93263,83361,27341,20784,123,93041
,,,,,,84802,99976,55812,7897,81692,53699
,,,,,,5958,59021,99925,26371,59156,7292
,,,,,,92649,32448,7566,35359,65524,86540
,,,,,,31374,48785,61738,27110,44004,78658
,,,,,,52960,93240,55099,98534,1018,64292
,,,,,,97847,71899,67097,53520,85536,34872
,,,,,,59871,21478,484,1168,10782,61602
,,,,,,9566,57166,54934,26961,27426,39572
,,,,,,42716,17473,37444,93022,5049,62747
,,,,,,76621,63683,96958,64750,61988,43000
,,,,,,66887,11463,98180,10430,9504,50620
,,,,,,46175,14837,55825,1701,76690,34992
,,,,,,91640,40602,63250,95000,38963,85292
,,,,,,81585,33915,646,24324,59045,21307
,,,,,,59169,27958,72799,11293,49071,56264
,,,,,,90266,38315,80821,18080,32932,45245
,,,,,,97772,16891,74870,17054,75896,99550
,,,,,,64034,94476,67483,35276,95298,73480
,,,,,,88290,13498,75194,20625,21034,10274
,,,,,,27824,9164,72044,14769,19779,98479
,,,,,,14728,95360,77782,55801,78792,40021
,,,,,,86645,66466,3596,91259,53367,56592
,,,,,,87986,6392,44196,11985,34806,95102
,,,,,,55972,35012,13241,47171,14083,7634
,,,,,,77541,20756,29314,12939,26954,67676
,,,,,,29309,15582,49686,93370,82927,77330
,,,,,,51677,6429,83978,12945,25467,96017
,,,,,,64785,85748,96238,38084,34509,39533
,,,,,,25493,52270,44454,83262,28116,22233
,,,,,,98208,41621,16622,48532,26196,48020
,,,,,,74927,65939,58017,54450,5563,99793
,,,,,,4519,73737,21775,11199,59803,57101
,,,,,,30656,56836,76802,32335,5493,53325
,,,,,,51870,77276,64548,79135,32037,69214
,,,,,,19460,13336,76548,92468,29533,60677
,,,,,,91369,87074,8127,15010,87386,64530
,,,,,,58130,55798,58153,12314,14384,57748
,,,,,,1754,93599,54268,59709,47977,6435
,,,,,,3684,45006,66440,2224,26465,61052
,,,,,,77082,36789,88969,44860,49662,93739
,,,,,,10749,84906,16694,11616,76543,27677
,,,,,,38020,75611,41339,97559,90822,52691
,,,,,,88010,22974,30740,27825,40458,7351
,,,,,,92202,60645,19876,16968,50610,59535
,,,,,,75329,2029,12011,82493,59609,11620
,,,,,,11898,27045,44371,59972,57525,21597
,,,,,,46615,11064,87724,8624,59746,44782
,,,,,,86032,31581,43498,32929,5335,1979
,,,,,,39168,62424,96216,81339,18212,68926
,,,,,,76172,83497,50465,84119,69131,78725
,,,,,,23408,1212,9526,92485,65332,21477
,,,,,,94474,65221,94007,46914,83395,75310
,,,,,,49541,49155,57151,98817,25749,37834
,,,,,,11238,15132,2857,73172,98009,63801
,,,,,,57903,86205,39617,34485,24331,30998
,,,,,,20753,74674,61503,80975,36605,59182
,,,,,,5953,18553,40719,63334,19422,75210
,,,,,,44038,64782,98461,44801,71000,85249
,,,,,,24006,22456,66311,12766,21563,86007
,,,,,,94199,63477,3203,21844,61074,47292
,,,,,,38575,64343,55224,13995,94097,27325
,,,,,,77864,13271,61924,89502,65121,98917
,,,,,,39598,16074,16900,55480,85224,43293
,,,,,,63766,42892,38690,45081,36806,10175
,,,,,,91521,79011,19922,20925,29873,31717
,,,,,,99719,52809,74563,56920,85636,47945
,,,,,,78554,23328,72180,57562,90742,4531
,,,,,,85997,12217,71329,8630,87845,49638
,,,,,,13271,16422,85607,19561,66580,85652
,,,,,,69021,4068,59396,78165,9395,75290
,,,,,,74195,77988,94905,36274,71507,93977
,,,,,,60185,31866,64764,84897,48899,38559
,,,,,,66351,39862,4640,48731,88469,1881
,,,,,,49650,54789,31649,81708,98266,43819
,,,,,,54524,20948,94606,42340,59791,50393
,,,,,,90132,46936,53326,50965,80578,47917
,,,,,,60323,23628,32027,86164,16249,38794
,,,,,,52484,60076,85939,26575,50657,83095
,,,,,,656,53625,55575,20991,68009,97499
,,,,,,94514,27878,36031,85849,9490,25064
,,,,,,30418,38158,89478,37904,6646,42794
,,,,,,69134,60139,61697,616,58457,31027
,,,,,,41693,69672,46364,31290,59644,12609
,,,,,,63593,97831,99779,71974,39525,97665
,,,,,,48726,16072,49773,91696,16130,46430
,,,,,,46808,49886,21134,35782,37172,21977
,,,,,,1178,47501,40370,67534,2274,43915
,,,,,,41752,9926,24248,83958,2444,92697
,,,,,,87193,78018,13496,53066,43838,40817
,,,,,,61325,78539,75571,92877,72590,6980
,,,,,,93034,92999,53950,42908,1363,65521
,,,,,,52527,28761,74705,22348,72778,15245
,,,,,,62196,42195,33310,75922,82712,37906
,,,,,,43181,69081,77799,32353,66694,53124
,,,,,,17160,56665,95249,17004,97087,23752
,,,,,,93360,96520,36739,8252,20095,50280
,,,,,,16359,73328,76435,90040,23873,64077
,,,,,,23384,91060,95956,76857,15942,24962
,,,,,,6680,48977,51846,81584,14880,18839
,,,,,,55704,7427,61370,93116,86441,22708
,,,,,,29216,14041,39556,59318,2086,2139
,,,,,,8264,70525,42268,77581,61257,18782
,,,,,,82721,32155,710,26773,20048,95077
,,,,,,93201,49439,88968,47369,8302,10556
,,,,,,59582,58111,76905,57998,7051,35474
,,,,,,79466,17645,71795,30857,2010,99192
,,,,,,52983,26000,77619,72777,46450,38896
,,,,,,17391,83475,12327,24814,92941,33418
,,,,,,92122,58090,20707,68773,72066,24186
,,,,,,53786,94879,71216,36907,90815,66553
,,,,,,98629,6233,46475,44715,93235,98973
,,,,,,15865,11976,33065,21907,922,95756
,,,,,,36157,62997,51250,45944,1956,44270
,,,,,,9795,5727,18292,90816,93988,8599
,,,,,,90490,45023,44646,10830,40330,54690
,,,,,,28291,93596,23770,98726,98499,47663
,,,,,,54779,2224,23912,91437,78439,51915
,,,,,,67536,24043,40258,33278,1459,5150
,,,,,,77572,34721,7995,86468,95340,85910
,,,,,,70751,59087,92945,16101,7483,41919
,,,,,,62153,96854,53196,81098,25815,90903
,,,,,,81987,97700,51853,84224,54969,89465
,,,,,,743,94105,88002,71207,54716,89640
,,,,,,80810,20602,2479,35108,71412,12469
,,,,,,38880,5158,62135,3360,85130,58800
,,,,,,47995,68123,15079,42658,97047,50986
,,,,,,34980,55262,97657,90739,25811,35019
,,,,,,3523,72538,61620,56021,63945,26148
,,,,,,63030,41853,39144,2572,13072,16119
,,,,,,99558,61678,91065,73449,37203,29621
,,,,,,67562,66244,16656,31233,6713,61561
,,,,,,72155,76051,743,60941,43275,51019
,,,,,,42158,33400,93037,14610,27761,15502
,,,,,,47059,23805,61329,74293,47581,53996
,,,,,,27485,33199,23535,31903,51463,74732
,,,,,,82182,94039,71897,45253,32799,59580
,,,,,,2407,82516,64355,94640,94473,96133
,,,,,,43499,11860,64604,19256,72578,96503
,,,,,,19952,3253,63963,34086,48694,8224
,,,,,,10604,13079,44846,51791,36577,40268
,,,,,,46277,35364,28398,37668,78776,80392
,,,,,,71007,28767,34590,21444,86532,53314
,,,,,,87881,44718,96639,95052,42947,59673
,,,,,,7312,79153,82937,49397,79851,52602
,,,,,,43114,80221,7815,72818,2837,33700
,,,,,,91293,13534,5908,35742,72749,91970
,,,,,,28601,65600,61743,79780,94322,64756
,,,,,,65653,59803,16544,11326,63166,75376
,,,,,,58445,44910,80317,39866,30595,21548
,,,,,,23090,53103,69256,33545,78415,52333
,,,,,,32852,70673,32801,5687,27703,89840
,,,,,,91045,18370,82967,16765,78070,65774
,,,,,,46112,53584,407,76612,27741,34925
,,,,,,63076,43724,91934,79992,52296,64399
,,,,,,55762,34569,37209,87959,56476,35980
,,,,,,92747,31886,99934,56938,32300,81556
,,,,,,36684,68603,98131,85117,95948,9352
,,,,,,90500,79667,50725,37023,76797,83614
,,,,,,41344,40316,67807,49838,88612,57884
,,,,,,58908,87761,20781,31939,84952,45279
,,,,,,52256,20997,43173,51431,90123,49635
,,,,,,58311,1464,30957,63773,72816,44020
,,,,,,55527,18426,81045,60150,82326,18305
,,,,,,44476,45321,19050,15136,64751,94627
,,,,,,82980,67891,15088,12770,61704,97376
,,,,,,58536,6957,9578,31989,13752,35312
,,,,,,77704,93353,4153,19222,18832,25551
,,,,,,66342,1789,75098,65800,51465,53506
,,,,,,52440,39315,73857,90881,67466,70909
,,,,,,47493,8400,33081,63064,59858,65275
,,,,,,79388,82267,96925,33045,47844,408
,,,,,,19733,25,2667,10526,68205,87850
,,,,,,40052,45055,99804,92393,63269,87077
,,,,,,84200,12243,48106,7453,72087,45830
,,,,,,94606,87276,8849,72367,37592,18094
,,,,,,705,64438,42124,16247,53508,97518
,,,,,,1524,29590,41215,33704,20834,90688
,,,,,,32080,36042,21460,73917,25970,45893
,,,,,,47863,54252,14356,11566,58663,3194
,,,,,,81529,65003,72316,15165,12767,61258
,,,,,,15005,52900,53120,12524,87103,27745
,,,,,,11980,44420,85261,92709,51078,11798
,,,,,,43978,77170,56313,34369,24198,9835
,,,,,,57465,67099,81300,25885,70451,29130
,,,,,,43048,65711,58063,75766,14345,63504
,,,,,,8337,72123,59815,12541,95356,59788
,,,,,,84413,81432,9927,63108,51446,73144
,,,,,,56982,41999,86765,93289,87173,40299
,,,,,,26574,10734,17886,72828,58922,15756
,,,,,,75260,45140,78499,41415,78606,16324
,,,,,,91558,32792,85709,98557,86985,48699
,,,,,,57743,61565,16169,89522,17532,86511
,,,,,,38391,23895,37862,22501,67261,69157
,,,,,,24301,23580,51223,61909,72242,53984
,,,,,,11702,68210,36778,47865,48288,43801
,,,,,,78766,14895,7029,8056,15160,45351
,,,,,,36216,82119,59610,59143,46369,45521
,,,,,,47679,50816,48833,58213,1298,35380
,,,,,,20584,18625,11916,25963,2356,86272
,,,,,,99058,93327,71555,95307,52240,31924
,,,,,,8493,21904,12452,57068,41590,59811
,,,,,,36760,77167,6946,9596,77546,32113
,,,,,,52527,2772,13779,20757,87012,89086
,,,,,,64460,58079,10136,19690,70678,73037
,,,,,,66595,59391,92964,14429,69314,36415
,,,,,,86611,37710,37801,72146,13383,8399
,,,,,,79957,10766,1622,88026,41026,21790
,,,,,,8564,88246,94176,58946,73630,59497
,,,,,,50013,62752,57585,16628,38846,31116
,,,,,,75274,22427,62272,5112,4921,39033
,,,,,,81405,61990,77633,12307,58997,66981
,,,,,,95345,21985,96865,53776,25382,86856
,,,,,,9949,13537,59115,88106,51271,70301
,,,,,,54033,93352,39456,73081,24668,70350
,,,,,,57051,57457,36908,87760,7888,47302
,,,,,,51723,64563,98013,63558,23483,52450
,,,,,,6643,58250,32802,98187,86242,82748
,,,,,,84739,30818,74311,30600,27818,39494
,,,,,,89193,15410,7198,4110,12534,77450
,,,,,,37531,70790,44871,10613,54767,95811
,,,,,,46935,92316,15207,25951,40269,93062
,,,,,,78680,27154,60722,65853,8322,53651
,,,,,,17555,7453,50543,67298,99158,99469
,,,,,,817,13231,9478,60016,37242,97517
,,,,,,28186,7943,93163,14530,22346,25315
,,,,,,97796,93105,3777,28178,12836,28553
,,,,,,65552,37013,96666,10512,5009,25662
,,,,,,29007,76091,5051,67978,89321,98615
,,,,,,36980,55790,80611,6478,20741,75363
,,,,,,19461,69189,96462,33632,59936,20592
,,,,,,25431,60808,513,2825,59677,73418
,,,,,,70698,61329,95945,40804,46959,74256
,,,,,,17115,86763,74095,54257,48958,85195
,,,,,,89336,39991,78218,68253,88237,14029
,,,,,,16832,9092,30608,73645,99636,56575
,,,,,,96536,24237,46760,29822,57175,43834
,,,,,,3484,17373,47088,56987,28136,17985
,,,,,,37155,67926,84719,75398,98447,16270
,,,,,,64676,32057,70658,37949,20628,37479
,,,,,,22982,64024,33579,11509,16409,37732
,,,,,,81964,82962,314,75442,17863,1944
,,,,,,8761,22281,95924,77876,4377,51343
,,,,,,16459,44023,62367,27505,6896,61672
,,,,,,64551,44614,58316,88990,60742,29772
,,,,,,95085,7592,75480,27165,32434,58374
,,,,,,3889,50772,21165,23943,7411,73201
,,,,,,23059,23295,41390,96103,67021,51822
,,,,,,86132,52744,41787,52548,44759,60391
,,,,,,41655,82990,40020,22136,96816,78411
,,,,,,98634,32307,9724,61234,84768,37375
,,,,,,97257,8706,79559,52077,13391,90479
,,,,,,84140,72407,59659,99874,54604,21705
,,,,,,68379,5220,24668,66394,56353,13881
,,,,,,97239,97889,72468,1333,71410,95358
,,,,,,94559,1386,19585,18374,30521,44970
,,,,,,6293,21944,37114,89032,40576,99992
,,,,,,445,48888,59467,64963,98030,70876
,,,,,,34764,62229,53751,77716,9516,77356
,,,,,,98641,2070,82899,36890,19823,30554
,,,,,,76211,2897,2211,96869,71838,22172
,,,,,,19448,74334,33492,82664,52674,25730
,,,,,,75329,17508,84524,67184,49677,31403
,,,,,,45494,94705,76104,41904,27672,15732
,,,,,,17440,10782,52731,27900,48823,87212
,,,,,,86171,47260,8574,86602,18306,74853
,,,,,,71890,4808,84974,30031,12783,43036
,,,,,,96573,96910,56766,10741,27952,89513
,,,,,,47851,18051,86786,39192,65539,3923
,,,,,,34991,15201,16697,33316,81554,9364
,,,,,,29490,2565,43112,62809,26292,91156
,,,,,,14499,19942,39264,44559,58857,52286
,,,,,,22001,81215,42984,51090,54964,28981
,,,,,,47464,40681,84260,48447,67991,22843
,,,,,,87551,80800,61414,54313,59289,39157
,,,,,,89165,11220,26011,96503,34037,24595
,,,,,,93040,19193,5999,17999,66002,46320
,,,,,,61467,2330,45617,60931,58073,70707
,,,,,,27802,30079,84080,67083,71611,53011
,,,,,,87980,84202,45361,15264,63634,82455
,,,,,,66663,6235,61467,26616,25630,64382
,,,,,,8512,91289,6405,78164,58893,32384
,,,,,,16103,55306,51891,5356,29748,93517
,,,,,,21505,91622,81611,26307,24956,47195
,,,,,,35845,97985,53206,91138,7565,38088
,,,,,,47199,92576,21263,23919,15735,21692
,,,,,,15171,38283,73447,29919,18553,86024
,,,,,,11919,91589,83124,39886,73446,93984
,,,,,,23064,95566,77901,45883,42385,55514
,,,,,,59300,13087,30993,11374,57594,86389
,,,,,,75349,18366,11439,87401,98624,71229
,,,,,,77062,51595,87258,72338,10906,80328
,,,,,,86723,38866,99099,1307,90203,85923
,,,,,,41594,6998,9695,79324,54868,7544
,,,,,,72047,14968,99542,34608,43769,75642
,,,,,,44213,4855,60559,82719,1488,97650
,,,,,,70440,47282,98520,16490,27595,69513
,,,,,,85877,24001,29295,87455,50759,89600
,,,,,,85892,26266,52869,81446,9149,71252
,,,,,,70156,68463,67888,88388,15029,16456
,,,,,,678,9265,19377,65302,99493,60138
,,,,,,57289,90094,20877,76678,19952,10776
,,,,,,88553,93284,56323,92273,69702,21485
,,,,,,28355,50750,44504,26931,92161,75650
,,,,,,11702,73652,56755,84122,98570,12869
,,,,,,49369,58207,9893,30054,40485,86004
,,,,,,2701,57251,82871,46067,94315,68055
,,,,,,56223,64963,40483,3564,86899,24180
,,,,,,30551,39724,43140,28787,16743,71973
,,,,,,1194,57152,71446,4109,35727,22470
,,,,,,47518,27949,90827,56860,94849,45211
,,,,,,78,75734,84047,37719,4941,56316
,,,,,,81819,69483,68395,89346,73457,28323
,,,,,,35922,25340,3848,73106,91158,40274
,,,,,,97526,58859,9158,89121,49250,75531
,,,,,,37768,80217,19563,50431,67159,50481
,,,,,,77911,39902,43632,87474,86370,69087
,,,,,,48274,92432,54791,42052,64287,14635
,,,,,,61467,66313,30174,97698,91450,87057
,,,,,,63310,53578,25654,14197,86299,42070
,,,,,,96342,32322,60120,5546,49325,5763
,,,,,,55894,35708,2219,35964,16117,60574
,,,,,,36327,57141,42526,35351,17319,22842
,,,,,,38180,56270,83342,38832,94593,80982
,,,,,,5535,39086,60587,88091,73388,4996
,,,,,,39641,49431,58325,67388,18687,99288
,,,,,,23226,99374,98043,88371,77435,37223
,,,,,,27721,40042,16947,89258,57840,29354
,,,,,,33514,17484,2202,93206,21914,55899
,,,,,,40922,44076,95893,51422,20244,75485
,,,,,,83009,24828,39301,80489,1379,5645
,,,,,,73280,87674,1227,32053,68078,7373
,,,,,,59359,97928,32883,13537,1624,54425
,,,,,,41651,13888,39206,71702,56032,49846
,,,,,,22791,9317,9204,75306,89039,66612
,,,,,,38285,88650,98355,59722,15758,2942
,,,,,,89742,84737,1871,75125,38761,31578
,,,,,,19834,51447,49927,43979,84478,48558
,,,,,,43662,82356,27742,43346,93972,52021
,,,,,,67331,9877,12061,82382,30556,46217
,,,,,,90482,28510,9585,52068,11815,74228
,,,,,,8046,74944,73273,38401,65168,11983
,,,,,,89661,91913,98245,37262,10031,92665
,,,,,,67802,47624,6511,92763,59924,36433
,,,,,,43312,40369,51664,47248,80385,2743
,,,,,,73537,45393,87851,96118,22688,73948
,,,,,,80947,26711,82089,32593,59770,81221
,,,,,,69280,92341,86753,87982,21673,11455
,,,,,,45401,3058,1790,272,91660,72644
,,,,,,99388,21860,40260,84720,39406,87660
,,,,,,67378,96979,80827,23544,12164,90479
,,,,,,35196,81282,69609,61470,42658,3296
,,,,,,36587,33589,10647,89052,78677,38759
,,,,,,87226,1914,96050,39332,25237,57427
,,,,,,16337,3149,24552,31339,98674,15228
,,,,,,9452,88607,89244,67279,30768,44984
,,,,,,29804,57373,49533,80379,69529,24250
,,,,,,65595,5816,86760,47773,75404,77313
,,,,,,98199,79052,35541,4459,6621,87520
,,,,,,11108,24158,23823,58055,12506,9674
,,,,,,66739,3032,94660,67349,93808,41846
,,,,,,77136,14145,23183,15885,99164,53766
,,,,,,66058,87405,36781,94297,80263,2163
,,,,,,35432,40140,75929,56369,80655,46309
,,,,,,47854,79321,64302,13662,96688,57682
,,,,,,75918,58849,21062,37283,22422,30735
,,,,,,43606,13846,86059,94611,33851,22500
,,,,,,43923,91973,3610,59044,52897,69591
,,,,,,21701,5792,53759,9249,41471,99626
,,,,,,33400,89202,48250,21411,42732,90376
,,,,,,7834,88446,85382,11689,57779,25388
,,,,,,70589,73833,43344,34463,31810,49190
,,,,,,17093,92638,36662,38382,51680,18104
,,,,,,88691,85157,74559,62624,79599,94587
,,,,,,87277,58452,97600,89735,60894,81886
,,,,,,5877,80008,46768,39886,66012,22771
,,,,,,38004,15204,95113,33422,16194,38502
,,,,,,79885,40200,38589,22395,88542,38761
,,,,,,29585,34204,22853,62491,74718,32325
,,,,,,65517,16951,90825,31898,73155,24260
,,,,,,66631,81783,56288,99705,40150,12928
,,,,,,58387,46219,26327,25063,62924,99996
,,,,,,49840,39653,59944,2408,19323,79791
,,,,,,64658,70680,49191,7800,39900,14211
,,,,,,97023,39385,77113,63908,82343,24610
,,,,,,99298,95724,69984,29185,65402,72142
,,,,,,46833,15016,83358,45600,83684,72316
,,,,,,83548,56644,79030,81445,77197,1190
,,,,,,27666,9926,19965,5511,22075,85702
,,,,,,34568,75311,39044,76713,17589,10389
,,,,,,40552,95912,53824,23213,73635,89498
,,,,,,45819,98845,61098,33886,10573,584
,,,,,,76289,44745,13680,87032,80511,7285
,,,,,,58670,29960,54997,14160,12168,27326
,,,,,,63968,64257,7261,71579,44860,37472
,,,,,,13206,69877,64673,41164,126,24510
,,,,,,26567,59932,78967,84367,85872,56432
,,,,,,5462,4885,91006,92210,17317,75616
,,,,,,63173,55468,34842,36620,76163,55261
,,,,,,21333,17103,4529,1563,12512,24395
,,,,,,15230,83440,2532,74453,34255,75776
,,,,,,79091,96193,93713,88343,38277,39580
,,,,,,26957,53929,12917,81814,72168,19908
,,,,,,67927,60160,30441,1754,95871,45514
,,,,,,32314,54643,66784,10819,80333,12686
,,,,,,10617,18674,24305,53472,81949,16694
,,,,,,75863,83696,7559,85458,43442,40027
,,,,,,2705,22778,81862,88976,69852,7347
,,,,,,56779,6887,26931,12849,79590,38360
,,,,,,19349,53138,54748,87794,6100,18613
,,,,,,74794,32066,10941,84886,64626,14980
,,,,,,78197,30907,29574,6595,91,98561
,,,,,,76818,57683,25536,75510,64740,95971
,,,,,,34601,24880,82440,85513,60267,97761
,,,,,,25793,35683,77732,8433,15537,76896
,,,,,,93847,49254,95270,56526,41991,4012
,,,,,,25869,7693,30090,6862,67627,35458
,,,,,,91309,64796,82270,76274,14415,35345
,,,,,,25822,93544,45558,5270,45231,15832
,,,,,,52414,52923,15569,20367,25740,32914
,,,,,,5802,51297,66313,76674,61880,56055
,,,,,,88560,91912,61589,58168,9343,24082
,,,,,,76838,26879,28665,47378,87779,52736
,,,,,,94049,53592,46835,45934,31420,95296
,,,,,,46048,59025,56510,575,5994,4716
,,,,,,8776,86328,31999,7143,7337,20956
,,,,,,12235,36026,26611,12721,28368,20113
